MCAT_ID,MCAT_Name,Alt_Name,Subcat_ID,Stopword,Attribute
29233,Garlic Press,garlic press,702,knives  knives cutter kitchen stainless steel,garlic press
29233,Garlic Press,garlic press,702,knives  knives cutter kitchen stainless steel,garlic press
29236,Garlic Vinegar,garlic vinegar,3,food additive  flavor flavour food powder vinegar,garlic
29236,Garlic Vinegar,garlic vinegar,3,food additive  flavor flavour food powder vinegar,garlic
29236,Garlic Vinegar,garlic vinegar,3,food additive  flavor flavour food powder vinegar,garlic
29236,Garlic Vinegar,garlic vinegar,3,food additive  flavor flavour food powder vinegar,garlic
29236,Garlic Vinegar,garlic vinegar,3,food additive  flavor flavour food powder vinegar,garlic
29250,Gas Boosters,gas boosters,71,consumables compressor parts air & spare accessories  compressor air compressors oil refrigeration,gas boosters
29250,Gas Boosters,gas boosters,71,consumables compressor parts air & spare accessories  compressor air compressors oil refrigeration,gas boosters
29250,Gas Boosters,gas boosters,71,consumables compressor parts air & spare accessories  compressor air compressors oil refrigeration,gas boosters
29254,Gas Chromatographs,gas chromatographs,630,analyzer analyzers gas spectrometer spectrophotometer,chromatographs
29269,Gas Handling Equipment,gas handling equipment,25,material equipments handling  handling pallet stacker equipment truck,gas
29353,Gear Cutting Machine,gear cutting machine,781,machine cutting  cutting machine machines paper laser,gear
29373,Geared Motors,geared motors,74,motors electric  motor motors ac electric geared,
29380,Gemstone Jewelry,gemstone jewelry,138,ring stone pendant gemstone necklace,jewelry
29380,Gemstone Jewelry,gemstone jewelry,138,ring stone pendant gemstone necklace,jewelry
29381,Gemstone Pendant,gemstone pendant,138,ring stone pendant gemstone necklace,
29382,Gemstone Watch,gemstone watch,248,decorative clock  clock watches watch wall wrist,gemstone
29420,Ginger Oleoresin,ginger oleoresin,411,oils essential  oil oils essential oleoresin seed,ginger
29420,Ginger Oleoresin,ginger oleoresin,411,oils essential  oil oils essential oleoresin seed,ginger
29434,Home Audio Speaker,home audio speaker,67,speakers  speaker headphone bluetooth headset speakers,home audio
29483,Hop Oil,hop oil,411,oils essential  oil oils essential oleoresin seed,hop
29503,Horse Brushes,horse brushes,380,horse dog saddle collar leather,brushes
29506,Horse Pads,horse pads,380,horse dog saddle collar leather,pads
29508,Horse Sheets,horse sheets,380,horse dog saddle collar leather,sheets
29512,Horseshoes,horseshoes,380,horse dog saddle collar leather,horseshoes
29545,Hospital Tent,hospital tent,231,tents  tent tarpaulin tents canvas tarpaulins,hospital
29548,Hot Air Gun,hot air gun,785,power tools  electric tools power saw drill,hot air gun
29548,Hot Air Gun,hot air gun,785,power tools  electric tools power saw drill,hot air gun
29548,Hot Air Gun,hot air gun,785,power tools  electric tools power saw drill,hot air gun
29549,Hot Beverages,hot beverages,713,juice water fruit drinks drink,hot beverages
29549,Hot Beverages,hot beverages,713,juice water fruit drinks drink,hot beverages
29551,Hot Melt Applicator,hot melt applicator,785,power tools  electric tools power saw drill,hot melt applicator
29551,Hot Melt Applicator,hot melt applicator,785,power tools  electric tools power saw drill,hot melt applicator
29552,Hot Melt Glue Gun,hot melt glue gun,785,power tools  electric tools power saw drill,hot melt glue gun
29569,Hot Water Pumps,hot water pumps,85,pumps industrial  pump pumps water submersible centrifugal,hot
29575,Hotel Uniforms,hotel uniforms,710,uniform school uniforms security shirt,hotel
29580,House Slippers,house slippers,145,shoes  shoes casual leather ladies sandal,house slippers
29580,House Slippers,house slippers,145,shoes  shoes casual leather ladies sandal,house slippers
29598,Hulled Sesame Seed,hulled sesame seed,14,seeds  seeds seed sesame hybrid seedlings,hulled
29599,Hulling Machines,hulling machines,815,cultivator systems irrigation agricultural  irrigation harvester thresher sprinkler cutter,hulling machines
29631,HVAC Air Filter,hvac air filter,210,air dust waste purifiers recycling,hvac filter
29632,HVAC Control System,hvac control system,80,control drives servo system plc,hvac
29637,Hybrid Vegetable Seeds,hybrid vegetable seeds,14,seeds  seeds seed sesame hybrid seedlings,vegetable
29689,Hydraulic Vise,hydraulic vise,160,machines press hydraulic pneumatic  hydraulic machine press pneumatic presses,vise
29700,Hydrogen Analyzer,hydrogen analyzer,630,analyzer analyzers gas spectrometer spectrophotometer,hydrogen
29753,Granulated Salt,granulated salt,15,ground cooking whole spices  powder masala spices cooking salt,granulated
29759,Grape Juice,grape juice,713,juice water fruit drinks drink,grape
29759,Grape Juice,grape juice,713,juice water fruit drinks drink,grape
29763,Grapefruit Oil,grapefruit oil,411,oils essential  oil oils essential oleoresin seed,grapefruit
29763,Grapefruit Oil,grapefruit oil,411,oils essential  oil oils essential oleoresin seed,grapefruit
29763,Grapefruit Oil,grapefruit oil,411,oils essential  oil oils essential oleoresin seed,grapefruit
29783,Grass Seeds,grass seeds,14,seeds  seeds seed sesame hybrid seedlings,grass
29808,Green Beans,green beans,101,vegetables fresh  onion dried dehydrated frozen flake,green beans
29821,Griddle Pan,griddle pan,699,cooker pan pressure cooking pot,griddle
29822,Grill Baskets,grill baskets,698,grill barbecue bbq gas accessories,baskets
29865,GSM Mobile,gsm mobile,750,mobile phones accessories  mobile phones phone charger power,gsm
29865,GSM Mobile,gsm mobile,750,mobile phones accessories  mobile phones phone charger power,gsm
29865,GSM Mobile,gsm mobile,750,mobile phones accessories  mobile phones phone charger power,gsm
29867,GSM Phone,gsm phone,750,mobile phones accessories  mobile phones phone charger power,gsm
29874,Hyssop Oil,hyssop oil,411,oils essential  oil oils essential oleoresin seed,hyssop
29881,Goods Lift,goods lift,358,elevator part elevators  elevator lift lifts passenger door,goods
29881,Goods Lift,goods lift,358,elevator part elevators  elevator lift lifts passenger door,goods
29881,Goods Lift,goods lift,358,elevator part elevators  elevator lift lifts passenger door,goods
29896,GSM Wireless Phone,gsm wireless phone,750,mobile phones accessories  mobile phones phone charger power,gsm wireless
29897,Guaiac Wood Oil,guaiac wood oil,411,oils essential  oil oils essential oleoresin seed,guaiac wood
29897,Guaiac Wood Oil,guaiac wood oil,411,oils essential  oil oils essential oleoresin seed,guaiac wood
29903,Guava Pulp,guava pulp,805,fresh fruits  pulp frozen apple fruit coconut,guava
29903,Guava Pulp,guava pulp,805,fresh fruits  pulp frozen apple fruit coconut,guava
29911,Gumboots,gumboots,716,safety shoes boots boot gumboots,
29923,Gun Racks,gun racks,103,furniture  rack drawer racks shelves wooden,gun
29930,Gym Mat,gym mat,833,weight dumbbell bench ball exercise,gym mat
29966,Halloween Mask,halloween mask,625,balloons  party rakhi mask diya balloon,halloween
29971,Halogen Spot Light,halogen spot light,758,light lights street led lamp,halogen spot
29985,Hand Drill,hand drill,785,power tools  electric tools power saw drill,hand
29991,Hand Grinder,hand grinder,785,power tools  electric tools power saw drill,hand grinder
29991,Hand Grinder,hand grinder,785,power tools  electric tools power saw drill,hand grinder
29991,Hand Grinder,hand grinder,785,power tools  electric tools power saw drill,hand grinder
29991,Hand Grinder,hand grinder,785,power tools  electric tools power saw drill,hand grinder
29991,Hand Grinder,hand grinder,785,power tools  electric tools power saw drill,hand grinder
29995,Hand Juicer,hand juicer,126,home appliances kitchen  electric oven machine washing iron,hand juicer
30013,Hand Sander,hand sander,785,power tools  electric tools power saw drill,hand sander
30013,Hand Sander,hand sander,785,power tools  electric tools power saw drill,hand sander
30013,Hand Sander,hand sander,785,power tools  electric tools power saw drill,hand sander
30021,Hand Vise,hand vise,159,tools tool hand vice knives,vise
30037,Hair Straightener,hair straightener,725,equipment hair salon care products beauty  hair kit facial brushes care,straightener
30037,Hair Straightener,hair straightener,725,equipment hair salon care products beauty  hair kit facial brushes care,straightener
30037,Hair Straightener,hair straightener,725,equipment hair salon care products beauty  hair kit facial brushes care,straightener
30066,Handmade Candies,handmade candies,2,bakery products confectionery  candy cake chocolate jelly cream,handmade candies
30072,Handsfree Car Kit,handsfree car kit,30,car seat cover motorcycle accessories,handsfree kit
30089,Hard Candies,hard candies,2,bakery products confectionery  candy cake chocolate jelly cream,hard candies
30097,Hard Hats,hard hats,113,safety gloves industrial helmets clothing  gloves glove safety leather industrial,hard hats
30118,Harvesting Equipment,harvesting equipment,815,cultivator systems irrigation agricultural  irrigation harvester thresher sprinkler cutter,harvesting equipment
30138,HDPE Pipe Fitting,hdpe pipe fitting,777,pipe fitting industrial  pipe fittings fitting steel forged,hdpe
30154,Headrests,headrests,30,car seat cover motorcycle accessories,headrests
30155,Headscarf,headscarf,240,scarves scarf stoles silk printed,headscarf
30191,Heat Pipes,heat pipes,72,exchangers heat  heat cooling exchanger tower exchangers,pipes
30191,Heat Pipes,heat pipes,72,exchangers heat  heat cooling exchanger tower exchangers,pipes
30199,Heat Sealed Bags,heat sealed bags,434,plastic bags  bag bags plastic printed packaging,heat sealed
30237,Heavy Duty Cranes,heavy duty cranes,589,crane  crane cranes pulley hoist hoists,heavy duty
30245,Heavy Duty Stapler,heavy duty stapler,228,office stationery  holder paper stamp pen clip,heavy duty stapler
30257,Rehab Cushions,rehab cushions,581,equipment rehabilitation physiotherapy  therapy support knee equipment machine,rehab cushions
30267,Hematology Analyzers,hematology analyzers,577,kits lab poct strips histopathology equipments devices instrument diagnostic test & accessories  machine x ray test ecg,hematology analyzers
30267,Hematology Analyzers,hematology analyzers,577,kits lab poct strips histopathology equipments devices instrument diagnostic test & accessories  machine x ray test ecg,hematology analyzers
30267,Hematology Analyzers,hematology analyzers,577,kits lab poct strips histopathology equipments devices instrument diagnostic test & accessories  machine x ray test ecg,hematology analyzers
30269,Hemp Fibers,hemp fibers,242,yarn fibers threads  yarn thread cotton polyester fiber,hemp
30270,Hemp Seed Oil,hemp seed oil,11,oil cooking  oil refined coconut sunflower seed,hemp
30270,Hemp Seed Oil,hemp seed oil,11,oil cooking  oil refined coconut sunflower seed,hemp
30270,Hemp Seed Oil,hemp seed oil,11,oil cooking  oil refined coconut sunflower seed,hemp
30270,Hemp Seed Oil,hemp seed oil,11,oil cooking  oil refined coconut sunflower seed,hemp
30270,Hemp Seed Oil,hemp seed oil,11,oil cooking  oil refined coconut sunflower seed,hemp
30271,Hemp Seeds,hemp seeds,14,seeds  seeds seed sesame hybrid seedlings,hemp
30344,High Pressure Pumps,high pressure pumps,85,pumps industrial  pump pumps water submersible centrifugal,high pressure
30396,High Vacuum Pumps,high vacuum pumps,85,pumps industrial  pump pumps water submersible centrifugal,high vacuum
30477,Laundry Baskets,laundry baskets,51,dustbin bin basket plastic bucket,laundry baskets
30499,Lawn Sprinklers,lawn sprinklers,157,tools garden  garden lawn mower tools trimmer,sprinklers
30505,LCD Alarm Clock,lcd alarm clock,248,decorative clock  clock watches watch wall wrist,lcd alarm
30505,LCD Alarm Clock,lcd alarm clock,248,decorative clock  clock watches watch wall wrist,lcd alarm
30509,LCD Computer Monitor,lcd computer monitor,56,hardware computer accessories  computer monitor keyboard laptop mouse,lcd
30517,LCD Television,lcd television,762,tv  tv led home smart television,lcd
30517,LCD Television,lcd television,762,tv  tv led home smart television,lcd
30517,LCD Television,lcd television,762,tv  tv led home smart television,lcd
30523,LCD Wall Mount Bracket,lcd wall mount bracket,806,hanging hooks  mount hooks hook wall mounting,lcd bracket
30523,LCD Wall Mount Bracket,lcd wall mount bracket,806,hanging hooks  mount hooks hook wall mounting,lcd bracket
30580,Leather Boots,leather boots,145,shoes  shoes casual leather ladies sandal,boots
30609,Leavening Agents,leavening agents,3,food additive  flavor flavour food powder vinegar,leavening agents
30610,LED Alarm Clock,led alarm clock,248,decorative clock  clock watches watch wall wrist,led alarm
30610,LED Alarm Clock,led alarm clock,248,decorative clock  clock watches watch wall wrist,led alarm
30612,LED Boards,led boards,211,display led displays light moving,boards
30613,LED Bulb,led bulb,826,led lights  led light bulb lamp lights,
30617,Ice Tongs,ice tongs,693,wine bar glass beer steel,ice tongs
30617,Ice Tongs,ice tongs,693,wine bar glass beer steel,ice tongs
30625,Identification Systems,identification systems,740,card system access fingerprint control,identification systems
30642,Indian Basmati Rice,indian basmati rice,171,grain rice  rice flour basmati bean sugar,indian
30651,Indigo Denim,indigo denim,234,fabrics natural textile  fabric fabrics polyester cloth cotton,indigo denim
30669,Induction Stove,induction stove,427,burner auto  burner gas stove stoves matches,induction
30670,Inductive Proximity Sensor,inductive proximity sensor,792,spy camera  camera spy device pen detector,inductive proximity sensor
30710,Industrial Rack,industrial rack,597,systems storage  rack racks storage system pallet,industrial
30738,Commercial Vehicle Wheels,commercial vehicle wheels,214,& vehicle wheel commercial automotive motorcycle car tyres  wheel tyres tyre tire truck,wheels
30767,Ice Cream Cones,ice cream cones,2,bakery products confectionery  candy cake chocolate jelly cream,ice cones
30767,Ice Cream Cones,ice cream cones,2,bakery products confectionery  candy cake chocolate jelly cream,ice cones
30769,Ice Cream Freezers,ice cream freezers,840,refrigerator parts spare  refrigerator freezer refrigeration cooler commercial,ice cream freezers
30787,Ice Scoop,ice scoop,693,wine bar glass beer steel,ice scoop
30845,Inflatable Chair,inflatable chair,501,beds home furniture  bed furniture table chair bathroom,inflatable
30846,Inflatable Couch,inflatable couch,501,beds home furniture  bed furniture table chair bathroom,inflatable couch
30847,Inflatable Furniture,inflatable furniture,501,beds home furniture  bed furniture table chair bathroom,inflatable
30850,Inflatable Mattress,inflatable mattress,54,mattress foam bed sheet air,inflatable
30854,Inflatable Pool Float,inflatable pool float,530,equipment pool swimming boats accessories  pool swimming boat inflatable pools,float
30859,Inflatable Swim Ring,inflatable swim ring,530,equipment pool swimming boats accessories  pool swimming boat inflatable pools,swim ring
30860,Inflatable Swimming Pool,inflatable swimming pool,530,equipment pool swimming boats accessories  pool swimming boat inflatable pools,
30863,Inflatable Tube,inflatable tube,527,play equipment park kids amusement  inflatable slide swing playground amusement,tube
30864,Inflatable Water Slide,inflatable water slide,527,play equipment park kids amusement  inflatable slide swing playground amusement,water
30869,Infrared Heaters,infrared heaters,79,components heater & heating  heater heaters water heating geyser,infrared
30912,Industrial Control Systems,industrial control systems,80,control drives servo system plc,industrial systems
30987,Electrical Bushings,electrical bushings,90,components electrical  coil electrical cores core coils,bushings
31063,Inventory Control Systems,inventory control systems,59,vertical industry communication software  software management system antivirus data,inventory control systems
31084,IP Camera,ip camera,451,camera cctv  camera dome cctv surveillance ip,
31084,IP Camera,ip camera,451,camera cctv  camera dome cctv surveillance ip,
31084,IP Camera,ip camera,451,camera cctv  camera dome cctv surveillance ip,
31090,IP Video Camera,ip video camera,451,camera cctv  camera dome cctv surveillance ip,video
31090,IP Video Camera,ip video camera,451,camera cctv  camera dome cctv surveillance ip,video
31090,IP Video Camera,ip video camera,451,camera cctv  camera dome cctv surveillance ip,video
31097,IR Motion Sensor,ir motion sensor,628,sensors  sensor sensors temperature load transducers,ir motion
31110,Iron Ore Pellets,iron ore pellets,184,powder ore sand quartz iron,pellets
31121,Iron Removal Systems,iron removal systems,94,water treatment plant system plants,iron removal systems
31122,Iron Scrap,iron scrap,188,ferrous metal non scraps  scrap copper metal steel aluminium,iron
31125,Iron Window Grill,iron window grill,647,gates fence grills  gate fence fencing grill gates,iron window
31162,Italian Pasta,italian pasta,849,food to eat ready  instant canned soup frozen food,italian pasta
31175,Jacquard Webbing,jacquard webbing,604,bags  bag bags case shopping school,jacquard webbing
31176,Jade Jewelry,jade jewelry,138,ring stone pendant gemstone necklace,jade jewelry
31176,Jade Jewelry,jade jewelry,138,ring stone pendant gemstone necklace,jade jewelry
31177,Jade Necklace,jade necklace,138,ring stone pendant gemstone necklace,jade
31178,Jalapeno Peppers,jalapeno peppers,101,vegetables fresh  onion dried dehydrated frozen flake,jalapeno peppers
31178,Jalapeno Peppers,jalapeno peppers,101,vegetables fresh  onion dried dehydrated frozen flake,jalapeno peppers
31182,Jasmine Hair Oil,jasmine hair oil,61,hair decorations  hair cream face body wash,jasmine oil
31182,Jasmine Hair Oil,jasmine hair oil,61,hair decorations  hair cream face body wash,jasmine oil
31182,Jasmine Hair Oil,jasmine hair oil,61,hair decorations  hair cream face body wash,jasmine oil
31182,Jasmine Hair Oil,jasmine hair oil,61,hair decorations  hair cream face body wash,jasmine oil
31187,Jeans Rivet,jeans rivet,111,button zipper buckle buttons metal,jeans rivet
31188,Jeans Skirt,jeans skirt,108,ladies women dresses wear  ladies kurti top cotton printed,jeans skirt
31190,Jelly Candies,jelly candies,2,bakery products confectionery  candy cake chocolate jelly cream,candies
31194,Jelly Sweets,jelly sweets,2,bakery products confectionery  candy cake chocolate jelly cream,sweets
31205,Jewelry Display,jewelry display,502,display stand rack counter acrylic,jewelry
31223,Jumbo Bags,jumbo bags,213,bag bags woven pp hdpe,jumbo
31233,Juniper Oil,juniper oil,411,oils essential  oil oils essential oleoresin seed,juniper
31233,Juniper Oil,juniper oil,411,oils essential  oil oils essential oleoresin seed,juniper
31233,Juniper Oil,juniper oil,411,oils essential  oil oils essential oleoresin seed,juniper
31246,Karaoke Microphone,karaoke microphone,761,headphone microphone headset earphone bluetooth,karaoke
31246,Karaoke Microphone,karaoke microphone,761,headphone microphone headset earphone bluetooth,karaoke
31262,Kevlar Fiber,kevlar fiber,242,yarn fibers threads  yarn thread cotton polyester fiber,kevlar
31266,Key Finder,key finder,59,vertical industry communication software  software management system antivirus data,key finder
31283,Keychain Watch,keychain watch,248,decorative clock  clock watches watch wall wrist,keychain
31301,Kiddie Rides,kiddie rides,527,play equipment park kids amusement  inflatable slide swing playground amusement,kiddie rides
31302,Kidney Bean,kidney bean,171,grain rice  rice flour basmati bean sugar,kidney
31304,Kids Bag,kids bag,604,bags  bag bags case shopping school,kids
31307,Kids Sofa,kids sofa,501,beds home furniture  bed furniture table chair bathroom,kids sofa
31312,Kitchen Basket,kitchen basket,51,dustbin bin basket plastic bucket,kitchen
31313,Kitchen Brush,kitchen brush,830,brushes mop brush cleaning broom,kitchen
31314,Kitchen Cabinet Hardware,kitchen cabinet hardware,812,fittings door  door hinges brass bolt hinge,kitchen cabinet hardware
31314,Kitchen Cabinet Hardware,kitchen cabinet hardware,812,fittings door  door hinges brass bolt hinge,kitchen cabinet hardware
31314,Kitchen Cabinet Hardware,kitchen cabinet hardware,812,fittings door  door hinges brass bolt hinge,kitchen cabinet hardware
31314,Kitchen Cabinet Hardware,kitchen cabinet hardware,812,fittings door  door hinges brass bolt hinge,kitchen cabinet hardware
31314,Kitchen Cabinet Hardware,kitchen cabinet hardware,812,fittings door  door hinges brass bolt hinge,kitchen cabinet hardware
31314,Kitchen Cabinet Hardware,kitchen cabinet hardware,812,fittings door  door hinges brass bolt hinge,kitchen cabinet hardware
31314,Kitchen Cabinet Hardware,kitchen cabinet hardware,812,fittings door  door hinges brass bolt hinge,kitchen cabinet hardware
31316,Kitchen Canister,kitchen canister,701,water bottle steel container lunch,kitchen canister
31324,Kitchen Linens,kitchen linens,535,kitchen chef oven mitt cap,linens
31328,Kitchen Rug,kitchen rug,52,rugs carpets  carpet rug carpets rugs cotton,kitchen
31330,Kitchen Scissors,kitchen scissors,702,knives  knives cutter kitchen stainless steel,scissors
31331,Kitchen Skimmers,kitchen skimmers,699,cooker pan pressure cooking pot,kitchen skimmers
31332,Kitchen Storage Rack,kitchen storage rack,780,kitchen furniture  kitchen dining table modular set,storage rack
31332,Kitchen Storage Rack,kitchen storage rack,780,kitchen furniture  kitchen dining table modular set,storage rack
31332,Kitchen Storage Rack,kitchen storage rack,780,kitchen furniture  kitchen dining table modular set,storage rack
31332,Kitchen Storage Rack,kitchen storage rack,780,kitchen furniture  kitchen dining table modular set,storage rack
31335,Kitchen Tool Set,kitchen tool set,699,cooker pan pressure cooking pot,kitchen tool set
31337,Kitchen Towel Set,kitchen towel set,535,kitchen chef oven mitt cap,towel set
31337,Kitchen Towel Set,kitchen towel set,535,kitchen chef oven mitt cap,towel set
31356,Knife Sets,knife sets,702,knives  knives cutter kitchen stainless steel,knife sets
31360,Knitted Cloth,knitted cloth,234,fabrics natural textile  fabric fabrics polyester cloth cotton,knitted
31363,Knitted Suede,knitted suede,234,fabrics natural textile  fabric fabrics polyester cloth cotton,knitted suede
31366,Knitting Wool,knitting wool,242,yarn fibers threads  yarn thread cotton polyester fiber,knitting wool
31422,Laboratory Refrigerators,laboratory refrigerators,564,autoclave sterilizer incubator autoclaves oven,laboratory refrigerators
31422,Laboratory Refrigerators,laboratory refrigerators,564,autoclave sterilizer incubator autoclaves oven,laboratory refrigerators
31426,Laboratory Sterilizers,laboratory sterilizers,564,autoclave sterilizer incubator autoclaves oven,laboratory sterilizers
31435,Lace Blouse,lace blouse,108,ladies women dresses wear  ladies kurti top cotton printed,lace blouse
31439,Lace Doily,lace doily,535,kitchen chef oven mitt cap,lace doily
31444,Lace Top,lace top,108,ladies women dresses wear  ladies kurti top cotton printed,lace
31455,Lactic Acid,lactic acid,3,food additive  flavor flavour food powder vinegar,lactic acid
31455,Lactic Acid,lactic acid,3,food additive  flavor flavour food powder vinegar,lactic acid
31464,Ladies Shoes,ladies shoes,145,shoes  shoes casual leather ladies sandal,
31464,Ladies Shoes,ladies shoes,145,shoes  shoes casual leather ladies sandal,
31466,Ladies Sweater,ladies sweater,241,jacket sweater fleece winter woolen,ladies
31480,Laminated Panels,laminated panels,209,wood plywood board particle laminated,panels
31481,Laminated Paper,laminated paper,199,paper roll rolls kraft coated,laminated
31569,Laser Marking System,laser marking system,556,machine marking labelling coding label,laser system
31588,LED Screen,led screen,211,display led displays light moving,screen
31598,Library Furniture,library furniture,500,commercial furniture  chair furniture office table tables,library
31615,Living Room Chairs,living room chairs,93,table sofa chair  table sofa chair plastic bean,living room chairs
31667,Magnetic Card Readers,magnetic card readers,740,card system access fingerprint control,magnetic readers
31682,Make Up Kit,make up kit,725,equipment hair salon care products beauty  hair kit facial brushes care,make up
31682,Make Up Kit,make up kit,725,equipment hair salon care products beauty  hair kit facial brushes care,make up
31686,Malt Flour,malt flour,171,grain rice  rice flour basmati bean sugar,malt
31686,Malt Flour,malt flour,171,grain rice  rice flour basmati bean sugar,malt
31686,Malt Flour,malt flour,171,grain rice  rice flour basmati bean sugar,malt
31687,Malt Vinegar,malt vinegar,3,food additive  flavor flavour food powder vinegar,malt
31687,Malt Vinegar,malt vinegar,3,food additive  flavor flavour food powder vinegar,malt
31711,Mango Slices,mango slices,805,fresh fruits  pulp frozen apple fruit coconut,mango slices
31711,Mango Slices,mango slices,805,fresh fruits  pulp frozen apple fruit coconut,mango slices
31711,Mango Slices,mango slices,805,fresh fruits  pulp frozen apple fruit coconut,mango slices
31711,Mango Slices,mango slices,805,fresh fruits  pulp frozen apple fruit coconut,mango slices
31739,LED Pen Light,led pen light,81,bulb lighting component light led,pen
31746,Lemon Juice,lemon juice,713,juice water fruit drinks drink,lemon
31746,Lemon Juice,lemon juice,713,juice water fruit drinks drink,lemon
31748,Magnetic Jewelry,magnetic jewelry,136,jewelry hair ornaments fancy  pendant jewelry ring fashion jewellery,magnetic
31748,Magnetic Jewelry,magnetic jewelry,136,jewelry hair ornaments fancy  pendant jewelry ring fashion jewellery,magnetic
31786,Maternity Jeans,maternity jeans,108,ladies women dresses wear  ladies kurti top cotton printed,maternity jeans
31787,Maternity Nightgowns,maternity nightgowns,108,ladies women dresses wear  ladies kurti top cotton printed,maternity nightgowns
31797,Maternity Tops,maternity tops,108,ladies women dresses wear  ladies kurti top cotton printed,maternity tops
31797,Maternity Tops,maternity tops,108,ladies women dresses wear  ladies kurti top cotton printed,maternity tops
31802,Mattress Fabric,mattress fabric,235,fabric cover home covers chair,mattress
31812,Meat Grinders,meat grinders,156,food machine processing slicer  machine food mixer processing grinder,meat grinders
31812,Meat Grinders,meat grinders,156,food machine processing slicer  machine food mixer processing grinder,meat grinders
31812,Meat Grinders,meat grinders,156,food machine processing slicer  machine food mixer processing grinder,meat grinders
31815,Meat Processing Equipment,meat processing equipment,156,food machine processing slicer  machine food mixer processing grinder,meat equipment
31816,Meat Processor,meat processor,156,food machine processing slicer  machine food mixer processing grinder,meat processor
31816,Meat Processor,meat processor,156,food machine processing slicer  machine food mixer processing grinder,meat processor
31879,Magnetic Drill,magnetic drill,73,drilling machine drill boring rig,magnetic
31879,Magnetic Drill,magnetic drill,73,drilling machine drill boring rig,magnetic
31879,Magnetic Drill,magnetic drill,73,drilling machine drill boring rig,magnetic
31879,Magnetic Drill,magnetic drill,73,drilling machine drill boring rig,magnetic
31879,Magnetic Drill,magnetic drill,73,drilling machine drill boring rig,magnetic
31884,Medical Imaging Equipment,medical imaging equipment,577,kits lab poct strips histopathology equipments devices instrument diagnostic test & accessories  machine x ray test ecg,medical imaging equipment
31884,Medical Imaging Equipment,medical imaging equipment,577,kits lab poct strips histopathology equipments devices instrument diagnostic test & accessories  machine x ray test ecg,medical imaging equipment
31889,Medical Lamps,medical lamps,709,light source surgical lights led,medical lamps
31889,Medical Lamps,medical lamps,709,light source surgical lights led,medical lamps
31904,Medical Refrigerator Systems,medical refrigerator systems,564,autoclave sterilizer incubator autoclaves oven,medical refrigerator systems
31929,Melamine Dinnerware,melamine dinnerware,697,tableware  bowl tray glass plate set,melamine dinnerware
31929,Melamine Dinnerware,melamine dinnerware,697,tableware  bowl tray glass plate set,melamine dinnerware
31931,Melamine Tableware,melamine tableware,697,tableware  bowl tray glass plate set,melamine
31932,Melamine Tray,melamine tray,697,tableware  bowl tray glass plate set,melamine
31933,Melamine Utensils,melamine utensils,697,tableware  bowl tray glass plate set,melamine utensils
31933,Melamine Utensils,melamine utensils,697,tableware  bowl tray glass plate set,melamine utensils
31934,Melon Seeds,melon seeds,14,seeds  seeds seed sesame hybrid seedlings,melon
31934,Melon Seeds,melon seeds,14,seeds  seeds seed sesame hybrid seedlings,melon
31934,Melon Seeds,melon seeds,14,seeds  seeds seed sesame hybrid seedlings,melon
31934,Melon Seeds,melon seeds,14,seeds  seeds seed sesame hybrid seedlings,melon
31934,Melon Seeds,melon seeds,14,seeds  seeds seed sesame hybrid seedlings,melon
31940,Memo Board,memo board,515,writing board  board whiteboard interactive boards magnetic,memo
31940,Memo Board,memo board,515,writing board  board whiteboard interactive boards magnetic,memo
31958,Men Kurtas,men kurtas,239,mens shirt men shirts cotton,kurtas
31961,Mens Belt Buckle,mens belt buckle,111,button zipper buckle buttons metal,mens belt
31961,Mens Belt Buckle,mens belt buckle,111,button zipper buckle buttons metal,mens belt
31962,Mens Blazer,mens blazer,241,jacket sweater fleece winter woolen,mens blazer
31963,Mens Boots,mens boots,145,shoes  shoes casual leather ladies sandal,mens boots
31963,Mens Boots,mens boots,145,shoes  shoes casual leather ladies sandal,mens boots
31966,Mens Cardigan,mens cardigan,241,jacket sweater fleece winter woolen,mens cardigan
31967,Mens Cosmetic,mens cosmetic,810,hair accessories  hair cosmetics beauty skin cosmetic,mens
31967,Mens Cosmetic,mens cosmetic,810,hair accessories  hair cosmetics beauty skin cosmetic,mens
31968,Mens Dress Shirt,mens dress shirt,239,mens shirt men shirts cotton,dress
31969,Mens Dress Shoes,mens dress shoes,145,shoes  shoes casual leather ladies sandal,mens dress
31970,Mens Evening Wear,mens evening wear,239,mens shirt men shirts cotton,evening wear
31973,Mens Overcoat,mens overcoat,239,mens shirt men shirts cotton,overcoat
31974,Mens Sandals,mens sandals,145,shoes  shoes casual leather ladies sandal,mens sandals
31974,Mens Sandals,mens sandals,145,shoes  shoes casual leather ladies sandal,mens sandals
31978,Mens Slippers,mens slippers,145,shoes  shoes casual leather ladies sandal,mens slippers
31978,Mens Slippers,mens slippers,145,shoes  shoes casual leather ladies sandal,mens slippers
31982,Mens Sweater,mens sweater,241,jacket sweater fleece winter woolen,mens
31984,Mens Vest,mens vest,722,readymade garments  shirt t shirts vest casual,mens
31985,Mens Wig,mens wig,810,hair accessories  hair cosmetics beauty skin cosmetic,mens wig
31985,Mens Wig,mens wig,810,hair accessories  hair cosmetics beauty skin cosmetic,mens wig
31987,Mentha Arvensis Oil,mentha arvensis oil,411,oils essential  oil oils essential oleoresin seed,mentha arvensis
