MCAT_ID,MCAT_Name,Alt_Name,Subcat_ID,Stopword,Attribute
13,Pneumatic Stapler,pneumatic stapler,432,tools pneumatic hydraulic  pneumatic air hydraulic gun spray,stapler
13,Pneumatic Stapler,pneumatic stapler,432,tools pneumatic hydraulic  pneumatic air hydraulic gun spray,stapler
13,Pneumatic Stapler,pneumatic stapler,432,tools pneumatic hydraulic  pneumatic air hydraulic gun spray,stapler
23,Microphones,microphones,761,headphone microphone headset earphone bluetooth,microphones
23,Microphones,microphones,761,headphone microphone headset earphone bluetooth,microphones
23,Microphones,microphones,761,headphone microphone headset earphone bluetooth,microphones
23,Microphones,microphones,761,headphone microphone headset earphone bluetooth,microphones
24,Alternator,alternator,87,generator  generator diesel alternator turbine power,
62,Pillow Covers,pillow covers,609,cushions  cushion pillow cover pillows cushions,covers
62,Pillow Covers,pillow covers,609,cushions  cushion pillow cover pillows cushions,covers
63,Quilts,quilts,611,blankets  blanket blankets quilt quilts baby,
68,Hot Water Boilers,hot water boilers,69,boiler  boiler boilers steam fired tube,hot water
72,Bone Jewelry,bone jewelry,136,jewelry hair ornaments fancy  pendant jewelry ring fashion jewellery,bone
72,Bone Jewelry,bone jewelry,136,jewelry hair ornaments fancy  pendant jewelry ring fashion jewellery,bone
76,Brooms,brooms,830,brushes mop brush cleaning broom,brooms
76,Brooms,brooms,830,brushes mop brush cleaning broom,brooms
92,Cabinet Locks,cabinet locks,812,fittings door  door hinges brass bolt hinge,cabinet locks
92,Cabinet Locks,cabinet locks,812,fittings door  door hinges brass bolt hinge,cabinet locks
92,Cabinet Locks,cabinet locks,812,fittings door  door hinges brass bolt hinge,cabinet locks
102,Hand Tufted Carpets,hand tufted carpets,52,rugs carpets  carpet rug carpets rugs cotton,hand tufted
103,Jute Carpets,jute carpets,52,rugs carpets  carpet rug carpets rugs cotton,jute
105,Silk Carpets,silk carpets,52,rugs carpets  carpet rug carpets rugs cotton,silk
115,Cattle Feed,cattle feed,13,feed food pet cake poultry,cattle
128,Alarm Clocks,alarm clocks,248,decorative clock  clock watches watch wall wrist,alarm clocks
129,Table Clock,table clock,248,decorative clock  clock watches watch wall wrist,table
129,Table Clock,table clock,248,decorative clock  clock watches watch wall wrist,table
147,Concrete Mixers,concrete mixers,151,equipment machine construction bending  machine concrete making plant block,mixers
156,Pulleys,pulleys,589,crane  crane cranes pulley hoist hoists,pulleys
162,Cooling Towers,cooling towers,72,exchangers heat  heat cooling exchanger tower exchangers,towers
162,Cooling Towers,cooling towers,72,exchangers heat  heat cooling exchanger tower exchangers,towers
164,FRP Cooling Towers,frp cooling towers,72,exchangers heat  heat cooling exchanger tower exchangers,frp towers
164,FRP Cooling Towers,frp cooling towers,72,exchangers heat  heat cooling exchanger tower exchangers,frp towers
164,FRP Cooling Towers,frp cooling towers,72,exchangers heat  heat cooling exchanger tower exchangers,frp towers
177,LPG Cylinders,lpg cylinders,254,gas cylinder lpg cylinders regulator,
177,LPG Cylinders,lpg cylinders,254,gas cylinder lpg cylinders regulator,
190,Blouses,blouses,108,ladies women dresses wear  ladies kurti top cotton printed,blouses
190,Blouses,blouses,108,ladies women dresses wear  ladies kurti top cotton printed,blouses
194,Ladies Innerwear,ladies innerwear,723,undergarments lingerie  bra ladies underwear cotton mens,innerwear
195,Ladies Jeans,ladies jeans,108,ladies women dresses wear  ladies kurti top cotton printed,jeans
195,Ladies Jeans,ladies jeans,108,ladies women dresses wear  ladies kurti top cotton printed,jeans
195,Ladies Jeans,ladies jeans,108,ladies women dresses wear  ladies kurti top cotton printed,jeans
198,Ladies Shirts,ladies shirts,108,ladies women dresses wear  ladies kurti top cotton printed,shirts
198,Ladies Shirts,ladies shirts,108,ladies women dresses wear  ladies kurti top cotton printed,shirts
199,Ladies Shorts,ladies shorts,108,ladies women dresses wear  ladies kurti top cotton printed,shorts
199,Ladies Shorts,ladies shorts,108,ladies women dresses wear  ladies kurti top cotton printed,shorts
200,Ladies Skirts,ladies skirts,108,ladies women dresses wear  ladies kurti top cotton printed,skirts
200,Ladies Skirts,ladies skirts,108,ladies women dresses wear  ladies kurti top cotton printed,skirts
200,Ladies Skirts,ladies skirts,108,ladies women dresses wear  ladies kurti top cotton printed,skirts
202,Ladies Tops,ladies tops,108,ladies women dresses wear  ladies kurti top cotton printed,tops
202,Ladies Tops,ladies tops,108,ladies women dresses wear  ladies kurti top cotton printed,tops
202,Ladies Tops,ladies tops,108,ladies women dresses wear  ladies kurti top cotton printed,tops
204,Ladies T-Shirts,ladies t-shirts,108,ladies women dresses wear  ladies kurti top cotton printed,t-shirts
204,Ladies T-Shirts,ladies t-shirts,108,ladies women dresses wear  ladies kurti top cotton printed,t-shirts
204,Ladies T-Shirts,ladies t-shirts,108,ladies women dresses wear  ladies kurti top cotton printed,t-shirts
204,Ladies T-Shirts,ladies t-shirts,108,ladies women dresses wear  ladies kurti top cotton printed,t-shirts
210,Lamp Shades,lamp shades,381,light decorative  lamp light led lantern lamps,shades
212,Paper Lamp Shades,paper lamp shades,381,light decorative  lamp light led lantern lamps,paper shades
213,Table Lamps,table lamps,381,light decorative  lamp light led lantern lamps,table
217,Leather Bean Bags,leather bean bags,93,table sofa chair  table sofa chair plastic bean,leather bags
226,Leather Diaries,leather diaries,433,notebook  file notebook folder leather book,diaries
233,Leather Buttons,leather buttons,111,button zipper buckle buttons metal,leather
239,Medallions,medallions,31,trophy medal award crystal plaque,medallions
246,EOT Cranes,eot cranes,589,crane  crane cranes pulley hoist hoists,eot
247,Forklift Trucks,forklift trucks,589,crane  crane cranes pulley hoist hoists,forklift trucks
249,Jib Cranes,jib cranes,589,crane  crane cranes pulley hoist hoists,jib
292,Stethoscope,stethoscope,567,equipment patient medical devices diagnostic systems life support monitoring machines clinical & parts accessories  machine monitor pressure blood medical,stethoscope
295,Mens Trousers,mens trousers,239,mens shirt men shirts cotton,trousers
295,Mens Trousers,mens trousers,239,mens shirt men shirts cotton,trousers
327,Aluminum Screws,aluminum screws,774,screws  screw screws head socket hex,aluminum
337,Irrigation Sprinklers,irrigation sprinklers,815,cultivator systems irrigation agricultural  irrigation harvester thresher sprinkler cutter,sprinklers
340,Air Conditioner Parts,air conditioner parts,82,electric air fans conditioner  air fan conditioner fans ceiling,parts
340,Air Conditioner Parts,air conditioner parts,82,electric air fans conditioner  air fan conditioner fans ceiling,parts
340,Air Conditioner Parts,air conditioner parts,82,electric air fans conditioner  air fan conditioner fans ceiling,parts
341,Blood Bank Refrigerators,blood bank refrigerators,564,autoclave sterilizer incubator autoclaves oven,blood bank refrigerators
341,Blood Bank Refrigerators,blood bank refrigerators,564,autoclave sterilizer incubator autoclaves oven,blood bank refrigerators
342,Industrial Air Conditioner,industrial air conditioner,66,commercial air conditioner  air conditioner industrial chillers chiller,
344,Pneumatic Nailers,pneumatic nailers,432,tools pneumatic hydraulic  pneumatic air hydraulic gun spray,nailers
370,Auto Seat Covers,auto seat covers,30,car seat cover motorcycle accessories,auto covers
371,Mud Flaps,mud flaps,30,car seat cover motorcycle accessories,mud flaps
374,Automobile Horns,automobile horns,30,car seat cover motorcycle accessories,automobile horns
382,Battery Chargers,battery chargers,36,batteries  battery batteries charger lithium inverter,chargers
397,Brass Curtain Fittings,brass curtain fittings,481,curtain rod brass iron bracket,fittings
398,Curtain Fittings,curtain fittings,481,curtain rod brass iron bracket,fittings
401,Curtain Rods,curtain rods,481,curtain rod brass iron bracket,rods
409,Diamond Jewelry,diamond jewelry,614,diamond  diamond cut pave pendants rings,jewelry
409,Diamond Jewelry,diamond jewelry,614,diamond  diamond cut pave pendants rings,jewelry
416,Door Hinges,door hinges,812,fittings door  door hinges brass bolt hinge,
416,Door Hinges,door hinges,812,fittings door  door hinges brass bolt hinge,
416,Door Hinges,door hinges,812,fittings door  door hinges brass bolt hinge,
416,Door Hinges,door hinges,812,fittings door  door hinges brass bolt hinge,
417,Door Knockers,door knockers,480,door handles  door handle cabinet handles knobs,knockers
444,AC Motors,ac motors,74,motors electric  motor motors ac electric geared,
444,AC Motors,ac motors,74,motors electric  motor motors ac electric geared,
445,DC Motors,dc motors,74,motors electric  motor motors ac electric geared,dc
445,DC Motors,dc motors,74,motors electric  motor motors ac electric geared,dc
450,Aluminum Wires,aluminum wires,763,metal wire  wire copper steel wires conductors,aluminum
456,Stainless Steel Wire,stainless steel wire,763,metal wire  wire copper steel wires conductors,stainless
456,Stainless Steel Wire,stainless steel wire,763,metal wire  wire copper steel wires conductors,stainless
482,Embroidered Fabrics,embroidered fabrics,233,embroidered dress chikan garments wear,fabrics
491,Escalators,escalators,358,elevator part elevators  elevator lift lifts passenger door,escalators
493,Acrylic Fiber,acrylic fiber,242,yarn fibers threads  yarn thread cotton polyester fiber,acrylic
495,Coated Fabric,coated fabric,836,fabric industrial  fabric fabrics woven nylon cloth,coated
508,Jacquard Fabric,jacquard fabric,234,fabrics natural textile  fabric fabrics polyester cloth cotton,jacquard
509,Laminated Fabric,laminated fabric,836,fabric industrial  fabric fabrics woven nylon cloth,laminated
516,Upholstery Fabrics,upholstery fabrics,235,fabric cover home covers chair,upholstery fabrics
517,Viscose Fabrics,viscose fabrics,234,fabrics natural textile  fabric fabrics polyester cloth cotton,viscose
518,Woven Fabrics,woven fabrics,722,readymade garments  shirt t shirts vest casual,woven fabrics
519,Yarn Dyed Fabrics,yarn dyed fabrics,234,fabrics natural textile  fabric fabrics polyester cloth cotton,yarn dyed
521,Embroidered Bags,embroidered bags,362,ladies bags  bag bags handbag embroidered clutch,
525,Ladies Fashion Bags,ladies fashion bags,362,ladies bags  bag bags handbag embroidered clutch,fashion
527,Bio Fertilizers,bio fertilizers,99,fertilizer  fertilizer fertilizers organic soil granules,bio
528,Chemical Fertilizers,chemical fertilizers,99,fertilizer  fertilizer fertilizers organic soil granules,chemical
529,Non-Toxic Fertilizers,non-toxic fertilizers,99,fertilizer  fertilizer fertilizers organic soil granules,non-toxic
530,Organic Fertilizers,organic fertilizers,99,fertilizer  fertilizer fertilizers organic soil granules,
536,Fiberglass Pools,fiberglass pools,530,equipment pool swimming boats accessories  pool swimming boat inflatable pools,fiberglass
536,Fiberglass Pools,fiberglass pools,530,equipment pool swimming boats accessories  pool swimming boat inflatable pools,fiberglass
536,Fiberglass Pools,fiberglass pools,530,equipment pool swimming boats accessories  pool swimming boat inflatable pools,fiberglass
536,Fiberglass Pools,fiberglass pools,530,equipment pool swimming boats accessories  pool swimming boat inflatable pools,fiberglass
536,Fiberglass Pools,fiberglass pools,530,equipment pool swimming boats accessories  pool swimming boat inflatable pools,fiberglass
539,Air Filters,air filters,210,air dust waste purifiers recycling,filters
539,Air Filters,air filters,210,air dust waste purifiers recycling,filters
564,Mens Footwear,mens footwear,145,shoes  shoes casual leather ladies sandal,mens footwear
564,Mens Footwear,mens footwear,145,shoes  shoes casual leather ladies sandal,mens footwear
572,Preserved Fruits,preserved fruits,805,fresh fruits  pulp frozen apple fruit coconut,preserved
579,Garden Furniture,garden furniture,605,outdoor furniture  garden chair outdoor furniture swing,
579,Garden Furniture,garden furniture,605,outdoor furniture  garden chair outdoor furniture swing,
613,Glass Utensils,glass utensils,697,tableware  bowl tray glass plate set,utensils
617,Gold Bangles,gold bangles,136,jewelry hair ornaments fancy  pendant jewelry ring fashion jewellery,gold bangles
623,Bricks,bricks,643,building materials  bricks brick concrete block sand,
633,Wedding Cards,wedding cards,23,card cards wedding greeting invitation,
633,Wedding Cards,wedding cards,23,card cards wedding greeting invitation,
633,Wedding Cards,wedding cards,23,card cards wedding greeting invitation,
638,Adjustable Spanners,adjustable spanners,838,tools hand  plier tool wrenches tools screwdriver,adjustable spanners
638,Adjustable Spanners,adjustable spanners,838,tools hand  plier tool wrenches tools screwdriver,adjustable spanners
639,Carpenter Tools,carpenter tools,159,tools tool hand vice knives,carpenter
639,Carpenter Tools,carpenter tools,159,tools tool hand vice knives,carpenter
639,Carpenter Tools,carpenter tools,159,tools tool hand vice knives,carpenter
639,Carpenter Tools,carpenter tools,159,tools tool hand vice knives,carpenter
657,Brass Finials,brass finials,481,curtain rod brass iron bracket,finials
670,Grinding Wheels,grinding wheels,158,parts grinding  grinding machine mill milling grinder,wheels
670,Grinding Wheels,grinding wheels,158,parts grinding  grinding machine mill milling grinder,wheels
677,Aluminum Bolts,aluminum bolts,772,bolts  bolts bolt head steel hex,aluminum
687,Machine Vice,machine vice,159,tools tool hand vice knives,machine
687,Machine Vice,machine vice,159,tools tool hand vice knives,machine
689,Plier,plier,838,tools hand  plier tool wrenches tools screwdriver,
690,Plumbing Tools,plumbing tools,159,tools tool hand vice knives,plumbing
690,Plumbing Tools,plumbing tools,159,tools tool hand vice knives,plumbing
690,Plumbing Tools,plumbing tools,159,tools tool hand vice knives,plumbing
691,Screwdriver & Screwdriver Set,screwdriver & screwdriver set,838,tools hand  plier tool wrenches tools screwdriver,& set
691,Screwdriver & Screwdriver Set,screwdriver & screwdriver set,838,tools hand  plier tool wrenches tools screwdriver,& set
691,Screwdriver & Screwdriver Set,screwdriver & screwdriver set,838,tools hand  plier tool wrenches tools screwdriver,& set
691,Screwdriver & Screwdriver Set,screwdriver & screwdriver set,838,tools hand  plier tool wrenches tools screwdriver,& set
707,Window Hardware & Fittings,window hardware & fittings,812,fittings door  door hinges brass bolt hinge,window hardware &
728,Henna Hair Oil,henna hair oil,61,hair decorations  hair cream face body wash,henna oil
728,Henna Hair Oil,henna hair oil,61,hair decorations  hair cream face body wash,henna oil
749,Hydraulic Lifts,hydraulic lifts,594,jacks hydraulic winches lift jack,lifts
751,Hydraulic Pumps,hydraulic pumps,85,pumps industrial  pump pumps water submersible centrifugal,hydraulic
752,Artificial Jewelry,artificial jewelry,136,jewelry hair ornaments fancy  pendant jewelry ring fashion jewellery,artificial
752,Artificial Jewelry,artificial jewelry,136,jewelry hair ornaments fancy  pendant jewelry ring fashion jewellery,artificial
753,Beaded Anklets,beaded anklets,793,bracelet bangles  bracelet bangle bangles bracelets beaded,anklets
754,Beaded Bracelet,beaded bracelet,793,bracelet bangles  bracelet bangle bangles bracelets beaded,
754,Beaded Bracelet,beaded bracelet,793,bracelet bangles  bracelet bangle bangles bracelets beaded,
755,Beaded Jewelry,beaded jewelry,136,jewelry hair ornaments fancy  pendant jewelry ring fashion jewellery,beaded
755,Beaded Jewelry,beaded jewelry,136,jewelry hair ornaments fancy  pendant jewelry ring fashion jewellery,beaded
756,Beaded Pendants,beaded pendants,136,jewelry hair ornaments fancy  pendant jewelry ring fashion jewellery,beaded pendants
757,Brass Jewelry,brass jewelry,136,jewelry hair ornaments fancy  pendant jewelry ring fashion jewellery,brass
757,Brass Jewelry,brass jewelry,136,jewelry hair ornaments fancy  pendant jewelry ring fashion jewellery,brass
758,Fashion Bracelets,fashion bracelets,793,bracelet bangles  bracelet bangle bangles bracelets beaded,fashion
760,Glass Jewelry,glass jewelry,136,jewelry hair ornaments fancy  pendant jewelry ring fashion jewellery,glass
762,Leather Jewelry,leather jewelry,136,jewelry hair ornaments fancy  pendant jewelry ring fashion jewellery,leather
762,Leather Jewelry,leather jewelry,136,jewelry hair ornaments fancy  pendant jewelry ring fashion jewellery,leather
763,Metal Jewelry,metal jewelry,136,jewelry hair ornaments fancy  pendant jewelry ring fashion jewellery,metal
763,Metal Jewelry,metal jewelry,136,jewelry hair ornaments fancy  pendant jewelry ring fashion jewellery,metal
763,Metal Jewelry,metal jewelry,136,jewelry hair ornaments fancy  pendant jewelry ring fashion jewellery,metal
763,Metal Jewelry,metal jewelry,136,jewelry hair ornaments fancy  pendant jewelry ring fashion jewellery,metal
763,Metal Jewelry,metal jewelry,136,jewelry hair ornaments fancy  pendant jewelry ring fashion jewellery,metal
764,Incense Sticks,incense sticks,131,accessories puja  incense sticks dhoop pooja thali,
764,Incense Sticks,incense sticks,131,accessories puja  incense sticks dhoop pooja thali,
793,Lifting Magnets,lifting magnets,364,magnetic magnet magnets separator permanent,lifting
828,Aluminum Utensils,aluminum utensils,697,tableware  bowl tray glass plate set,aluminum utensils
828,Aluminum Utensils,aluminum utensils,697,tableware  bowl tray glass plate set,aluminum utensils
828,Aluminum Utensils,aluminum utensils,697,tableware  bowl tray glass plate set,aluminum utensils
830,Kitchen Cutlery,kitchen cutlery,695,kitchen tools accessories  cutlery spoon kitchen plastic fork,
834,Gas Burners,gas burners,427,burner auto  burner gas stove stoves matches,burners
840,Solar Lighting,solar lighting,517,solar gadgets powered  solar water heater power light,lighting
845,Wooden Office Furniture,wooden office furniture,500,commercial furniture  chair furniture office table tables,wooden
852,Cotton Yarn,cotton yarn,242,yarn fibers threads  yarn thread cotton polyester fiber,
852,Cotton Yarn,cotton yarn,242,yarn fibers threads  yarn thread cotton polyester fiber,
862,Polyester Thread,polyester thread,242,yarn fibers threads  yarn thread cotton polyester fiber,
862,Polyester Thread,polyester thread,242,yarn fibers threads  yarn thread cotton polyester fiber,
863,Polyester Yarn,polyester yarn,242,yarn fibers threads  yarn thread cotton polyester fiber,
867,Silk Yarn,silk yarn,242,yarn fibers threads  yarn thread cotton polyester fiber,silk
871,Woolen Yarn,woolen yarn,242,yarn fibers threads  yarn thread cotton polyester fiber,woolen
871,Woolen Yarn,woolen yarn,242,yarn fibers threads  yarn thread cotton polyester fiber,woolen
884,Bed Spreads,bed spreads,236,linen bed  bed sheet cover sheets bedding,spreads
887,Pillows,pillows,609,cushions  cushion pillow cover pillows cushions,
891,Boiler Parts,boiler parts,69,boiler  boiler boilers steam fired tube,parts
891,Boiler Parts,boiler parts,69,boiler  boiler boilers steam fired tube,parts
893,High Pressure Boilers,high pressure boilers,69,boiler  boiler boilers steam fired tube,high pressure
897,Shell Jewelry,shell jewelry,136,jewelry hair ornaments fancy  pendant jewelry ring fashion jewellery,shell
897,Shell Jewelry,shell jewelry,136,jewelry hair ornaments fancy  pendant jewelry ring fashion jewellery,shell
903,Carbon Brushes,carbon brushes,74,motors electric  motor motors ac electric geared,carbon brushes
909,Storage Bins,storage bins,803,pallet pallets wooden crates plastic,storage bins
915,Cabinet Hinges,cabinet hinges,812,fittings door  door hinges brass bolt hinge,cabinet
915,Cabinet Hinges,cabinet hinges,812,fittings door  door hinges brass bolt hinge,cabinet
915,Cabinet Hinges,cabinet hinges,812,fittings door  door hinges brass bolt hinge,cabinet
915,Cabinet Hinges,cabinet hinges,812,fittings door  door hinges brass bolt hinge,cabinet
916,Cabinet Latches,cabinet latches,812,fittings door  door hinges brass bolt hinge,cabinet latches
927,Handmade Carpets,handmade carpets,52,rugs carpets  carpet rug carpets rugs cotton,handmade
928,Persian Carpets,persian carpets,52,rugs carpets  carpet rug carpets rugs cotton,persian
930,Oriental Rugs,oriental rugs,52,rugs carpets  carpet rug carpets rugs cotton,oriental
937,Animal Feed,animal feed,13,feed food pet cake poultry,animal
938,Dog Food,dog food,13,feed food pet cake poultry,dog
938,Dog Food,dog food,13,feed food pet cake poultry,dog
939,Poultry Feed,poultry feed,13,feed food pet cake poultry,
951,Wall Clocks,wall clocks,248,decorative clock  clock watches watch wall wrist,clocks
955,Leather Footwear,leather footwear,145,shoes  shoes casual leather ladies sandal,footwear
961,Dried Vegetables,dried vegetables,101,vegetables fresh  onion dried dehydrated frozen flake,
961,Dried Vegetables,dried vegetables,101,vegetables fresh  onion dried dehydrated frozen flake,
961,Dried Vegetables,dried vegetables,101,vegetables fresh  onion dried dehydrated frozen flake,
961,Dried Vegetables,dried vegetables,101,vegetables fresh  onion dried dehydrated frozen flake,
963,Preserved Vegetables,preserved vegetables,101,vegetables fresh  onion dried dehydrated frozen flake,preserved
963,Preserved Vegetables,preserved vegetables,101,vegetables fresh  onion dried dehydrated frozen flake,preserved
963,Preserved Vegetables,preserved vegetables,101,vegetables fresh  onion dried dehydrated frozen flake,preserved
963,Preserved Vegetables,preserved vegetables,101,vegetables fresh  onion dried dehydrated frozen flake,preserved
969,Garden Lighting,garden lighting,456,garden decor  garden bird feeder house light,lighting
969,Garden Lighting,garden lighting,456,garden decor  garden bird feeder house light,lighting
1012,Gold Pendant,gold pendant,136,jewelry hair ornaments fancy  pendant jewelry ring fashion jewellery,gold
1024,Guar Gum Powder,guar gum powder,3,food additive  flavor flavour food powder vinegar,guar gum
1024,Guar Gum Powder,guar gum powder,3,food additive  flavor flavour food powder vinegar,guar gum
1036,Handmade Lanterns,handmade lanterns,381,light decorative  lamp light led lantern lamps,handmade lanterns
1036,Handmade Lanterns,handmade lanterns,381,light decorative  lamp light led lantern lamps,handmade lanterns
1041,Paper Box,paper box,798,paper bag tube board bags,box
1056,Air Compressors,air compressors,71,consumables compressor parts air & spare accessories  compressor air compressors oil refrigeration,
1056,Air Compressors,air compressors,71,consumables compressor parts air & spare accessories  compressor air compressors oil refrigeration,
1056,Air Compressors,air compressors,71,consumables compressor parts air & spare accessories  compressor air compressors oil refrigeration,
1058,Non-Lubricated Compressors,non-lubricated compressors,71,consumables compressor parts air & spare accessories  compressor air compressors oil refrigeration,non-lubricated
1058,Non-Lubricated Compressors,non-lubricated compressors,71,consumables compressor parts air & spare accessories  compressor air compressors oil refrigeration,non-lubricated
1095,Leather Mobile Covers,leather mobile covers,750,mobile phones accessories  mobile phones phone charger power,leather covers
1095,Leather Mobile Covers,leather mobile covers,750,mobile phones accessories  mobile phones phone charger power,leather covers
1110,Mannequins,mannequins,742,mannequin display stand mannequins male,
1121,Hoist,hoist,589,crane  crane cranes pulley hoist hoists,
1124,Overhead Crane,overhead crane,589,crane  crane cranes pulley hoist hoists,overhead
1125,Pallet Truck,pallet truck,25,material equipments handling  handling pallet stacker equipment truck,
1127,Rotary Feeder,rotary feeder,25,material equipments handling  handling pallet stacker equipment truck,rotary feeder
1127,Rotary Feeder,rotary feeder,25,material equipments handling  handling pallet stacker equipment truck,rotary feeder
1131,Jewelry Scale,jewelry scale,161,machine diamond jewelry chain jewellery,scale
1131,Jewelry Scale,jewelry scale,161,machine diamond jewelry chain jewellery,scale
1146,Operation Theatre Lights,operation theatre lights,709,light source surgical lights led,operation theatre
1146,Operation Theatre Lights,operation theatre lights,709,light source surgical lights led,operation theatre
1146,Operation Theatre Lights,operation theatre lights,709,light source surgical lights led,operation theatre
1153,Autoclaves,autoclaves,564,autoclave sterilizer incubator autoclaves oven,
1153,Autoclaves,autoclaves,564,autoclave sterilizer incubator autoclaves oven,
1162,Pathological Equipment,pathological equipment,577,kits lab poct strips histopathology equipments devices instrument diagnostic test & accessories  machine x ray test ecg,pathological equipment
1165,Casual Menswear,casual menswear,239,mens shirt men shirts cotton,casual menswear
1165,Casual Menswear,casual menswear,239,mens shirt men shirts cotton,casual menswear
1165,Casual Menswear,casual menswear,239,mens shirt men shirts cotton,casual menswear
1167,Men Designer Clothing,men designer clothing,239,mens shirt men shirts cotton,designer clothing
1189,Silk Clothing,silk clothing,110,silk fabric satin dress cotton,clothing
1191,Woolen Clothing,woolen clothing,241,jacket sweater fleece winter woolen,clothing
1199,Non Stick Cookware,non stick cookware,694,baking tray cake pizza pan,non stick cookware
1201,Aluminum Nuts,aluminum nuts,773,nuts  nuts nut hex steel brass,aluminum
1202,Automotive Nuts,automotive nuts,773,nuts  nuts nut hex steel brass,automotive
1209,Soap Dishes,soap dishes,35,bathroom accessories  towel bathroom dispenser soap holder,dishes
1211,Automotive Batteries,automotive batteries,36,batteries  battery batteries charger lithium inverter,automotive
1227,Curtain Finials,curtain finials,481,curtain rod brass iron bracket,finials
1227,Curtain Finials,curtain finials,481,curtain rod brass iron bracket,finials
1238,Diamond Studded Jewelry,diamond studded jewelry,614,diamond  diamond cut pave pendants rings,studded jewelry
1238,Diamond Studded Jewelry,diamond studded jewelry,614,diamond  diamond cut pave pendants rings,studded jewelry
1242,Door Bolts,door bolts,812,fittings door  door hinges brass bolt hinge,bolts
1242,Door Bolts,door bolts,812,fittings door  door hinges brass bolt hinge,bolts
1242,Door Bolts,door bolts,812,fittings door  door hinges brass bolt hinge,bolts
1242,Door Bolts,door bolts,812,fittings door  door hinges brass bolt hinge,bolts
1249,Stainless Steel Door Hardware,stainless steel door hardware,812,fittings door  door hinges brass bolt hinge,stainless steel hardware
1259,Food Colors,food colors,3,food additive  flavor flavour food powder vinegar,colors
1262,Mustard Oil,mustard oil,11,oil cooking  oil refined coconut sunflower seed,mustard
1262,Mustard Oil,mustard oil,11,oil cooking  oil refined coconut sunflower seed,mustard
1263,Sunflower Oil,sunflower oil,11,oil cooking  oil refined coconut sunflower seed,
1263,Sunflower Oil,sunflower oil,11,oil cooking  oil refined coconut sunflower seed,
1263,Sunflower Oil,sunflower oil,11,oil cooking  oil refined coconut sunflower seed,
1263,Sunflower Oil,sunflower oil,11,oil cooking  oil refined coconut sunflower seed,
1263,Sunflower Oil,sunflower oil,11,oil cooking  oil refined coconut sunflower seed,
1263,Sunflower Oil,sunflower oil,11,oil cooking  oil refined coconut sunflower seed,
1286,Bulb Holder,bulb holder,826,led lights  led light bulb lamp lights,holder
1286,Bulb Holder,bulb holder,826,led lights  led light bulb lamp lights,holder
1290,Electrical Switch Board,electrical switch board,88,switches electrical  switches switch modular limit button,board
1318,Cotton Fabric,cotton fabric,234,fabrics natural textile  fabric fabrics polyester cloth cotton,
1319,Wool Felt,wool felt,769,cotton fabric wool textile fabrics,felt
1319,Wool Felt,wool felt,769,cotton fabric wool textile fabrics,felt
1320,Furnishing Fabric,furnishing fabric,235,fabric cover home covers chair,furnishing
1321,Diesel Filters,diesel filters,97,filters  filters filter air oil bag,diesel
1349,Eye Bolts,eye bolts,772,bolts  bolts bolt head steel hex,eye
1359,Stainless Steel Bolts,stainless steel bolts,772,bolts  bolts bolt head steel hex,stainless
1396,Aseptic Packaging Machines,aseptic packaging machines,167,machine tablet pharmaceutical filling making,aseptic packaging machines
1396,Aseptic Packaging Machines,aseptic packaging machines,167,machine tablet pharmaceutical filling making,aseptic packaging machines
1396,Aseptic Packaging Machines,aseptic packaging machines,167,machine tablet pharmaceutical filling making,aseptic packaging machines
1403,Liquid Packaging Machinery,liquid packaging machinery,166,food machines packaging  machine packaging lamination packing machines,liquid machinery
1403,Liquid Packaging Machinery,liquid packaging machinery,166,food machines packaging  machine packaging lamination packing machines,liquid machinery
1403,Liquid Packaging Machinery,liquid packaging machinery,166,food machines packaging  machine packaging lamination packing machines,liquid machinery
1411,Aluminum Foils,aluminum foils,552,packaging film rolls  film plastic pvc foil packaging,aluminum foils
1412,Blister Packaging Materials,blister packaging materials,550,foam thermocol blister packaging bubble,materials
1434,Automotive Paints,automotive paints,202,paints  paints paint primer wall emulsion,automotive
1434,Automotive Paints,automotive paints,202,paints  paints paint primer wall emulsion,automotive
1443,Paper Plate,paper plate,700,disposable paper cup plastic plate,
1448,Silk Shawls,silk shawls,435,shawls shawl pashmina embroidered viscose,silk
1448,Silk Shawls,silk shawls,435,shawls shawl pashmina embroidered viscose,silk
1453,Pet Furniture,pet furniture,84,pet utensils  pet dog cage poultry animal,furniture
1454,Bitumen,bitumen,197,wax bitumen paraffin fuel oil,
1459,Anti Allergics,anti allergics,571,drugs tablets antiviral injection tablet,anti allergics
1460,Antibacterial Drugs,antibacterial drugs,571,drugs tablets antiviral injection tablet,antibacterial
1460,Antibacterial Drugs,antibacterial drugs,571,drugs tablets antiviral injection tablet,antibacterial
1486,Polypropylene Bulk Bags,polypropylene bulk bags,213,bag bags woven pp hdpe,polypropylene bulk
1500,Plastic Bottles,plastic bottles,850,plastic containers  plastic bottle bottles jar container,
1500,Plastic Bottles,plastic bottles,850,plastic containers  plastic bottle bottles jar container,
1501,Plastic Cabinets,plastic cabinets,93,table sofa chair  table sofa chair plastic bean,cabinets
1501,Plastic Cabinets,plastic cabinets,93,table sofa chair  table sofa chair plastic bean,cabinets
1514,Plastic Kitchenware,plastic kitchenware,699,cooker pan pressure cooking pot,plastic kitchenware
